Bai,STT,Nghia_Tieng_Viet,Dap_An_Tieng_Nhat,Han_Tu,Han_Viet
23,28,tòa nhà,たてもの,建物,KIẾN VẬT
23,29,thẻ đăng ký người nước ngoài,がいこくじんとうろくしょう,外国人登録証,NGOẠI QUỐC NHÂN ĐĂNG LỤC CHỨNG
23,30,Thái tử Shotoku (574-622),しょうとくたいし,聖徳太子,THÁNH ĐỨC THÁI TỬ
23,31,Chùa Horyu-ji,ほうりゅうじ,法隆寺,PHÁP LONG TỰ
23,32,tên một loại trà (giả tưởng),げんきちゃ,元気茶,NGUYÊN KHÍ TRÀ
23,33,tên một nhà ga (giả tưởng),ほんだえき,本田駅,BẢN ĐIỀN DỊCH
23,34,tên một bến xe buýt (giả tưởng),としょかんまえ,図書館前,ĐỒ THƯ QUÁN TIỀN
24,1,"cho, tặng (tôi)",くれます,,
24,2,dẫn đi,つれていきます,連れて行きます,LIÊN HÀNH
24,3,dẫn đến,つれてきます,連れて来ます,LIÊN LAI
24,4,"đưa đi, đưa đến, tiễn [một ai đó]",［ひとを～］おくります,［人を～］送ります,NHÂN TỐNG
24,5,giới thiệu,しょうかいします,紹介します,THIỆU GIỚI
24,6,"hướng dẫn, giới thiệu, dẫn đường",あんないします,案内します,ÁN NỘI
24,7,"giải thích, trình bày",せつめいします,説明します,THUYẾT MINH
24,8,pha [cà phê],［コーヒーを～］いれます,,
24,9,"ông nội, ông ngoại, ông",おじいさん／おじいちゃん,,
24,10,"bà nội, bà ngoại, bà",おばあさん／おばあちゃん,,
24,11,sự chuẩn bị [～します: chuẩn bị],じゅんび［～します］,準備［～します］,CHUẨN BỊ
24,12,ý nghĩa,いみ,意味,Ý VỊ
24,13,bánh kẹo,［お］かし,［お］菓子,QUẢ TỬ
24,14,"toàn bộ, tất cả",ぜんぶ,全部,TOÀN BỘ
24,15,tự mình,じぶんで,自分で,TỰ PHÂN
24,16,"ngoài ra, còn gì/ai khác",ほかに,他に,THA
24,17,xe ô-tô chở khách loại nhỏ,ワゴンしゃ,ワゴン車,XA
24,18,cơm hộp,［お］べんとう,［お］弁当,BIỆN ĐƯƠNG
24,19,Ngày của Mẹ,ははのひ,母の日,MẪU NHẬT
25,1,"nghĩ, suy nghĩ",かんがえます,考えます,KHẢO
25,2,đến [ga],［えきに～］つきます,［駅に～］着きます,DỊCH TRƯỚC
25,3,du học,りゅうがくします,留学します,LƯU HỌC
25,4,"thêm tuổi, có tuổi",［としを～］とります,［年を～］取ります,NIÊN THỦ
25,5,"quê, nông thôn",いなか,田舎,ĐIỀN XÁ
25,6,đại sứ quán,たいしかん,大使館,ĐẠI SỨ QUÁN
25,7,"nhóm, đoàn",グループ,,
25,8,cơ hội,チャンス,,
25,9,một trăm triệu,おく,億,ỨC
25,10,nếu [～ thì],もし［～たら］,,
25,11,"cho dù, dù ～ thế nào đi nữa",いくら［～ても］,,
25,12,việc chuyển địa điểm làm việc [～します: chuyển công tác],てんきん［～します］,転勤［～します］,CHUYỂN CẦN
25,13,"việc, chuyện [～のこと: việc ～]",こと［～のこと］,,
25,14,Chúng ta cùng uống nhé.,いっぱいのみましょう。,一杯飲みましょう。,NHẤT BÔI ẨM
25,15,Anh/chị đã giúp tôi rất nhiều.,［いろいろ］おせわになりました。,［いろいろ］お世話になりました。,THẾ THOẠI
25,16,cố gắng,がんばります,頑張ります,NGOAN TRƯƠNG
25,17,Chúc anh/chị mạnh khỏe.,どうぞおげんきで。,どうぞお元気で。,NGUYÊN KHÍ
25,18,Việt Nam,ベトナム,,
